Sample_ID,QPCR_Sample_ID,Collect_Site,Frog_ID,Sample_Status,Extract_Plate_ID,Extract_Date,Extract_Lab,Extract_Tech,Extract_Loc,Extract_Well_Pos,Extract_Neg_Cont,Extract_BdPosCont,QPCR_Plate_ID,QPCR_Date,QPCR_File_Name,QPCR_Lab,QPCR_Tech,QPCR_Well_Pos,QPCR_Diluted,QPCR_NegCont,Sample_Quality,Sample_IPC,Sample_Rerun,Sample_Bd,Sample_Bd_CT,Sample_Bd_qty,Sample_Bd_swab_qty,Sample_Bsal,Sample_Bsal_CT,Sample_Bsal_qty,Sample_Bsal_swab_qty,Notes
180326-09-LA04-LICL,180326 LA04-09,LA,180326-09,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,F10,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,F10,no,negative,pass,pass,no,negative,,,,negative,,,,
180326-10-LA04-HYCH,180326 LA04-10,LA,180326-10,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,F11,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,F11,no,negative,pass,pass,no,negative,,,,negative,,,,
180326-11-LA04-HYCH,180326 LA04-11,LA,180326-11,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,F12,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,F12,no,negative,pass,pass,no,negative,,,,negative,,,,
180326-12-LA04-HYCH,180326 LA04-12,LA,180326-12,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,G1,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,G1,no,negative,pass,pass,no,negative,,,,negative,,,,
180326-13-LA04-HYCI,180326 LA04-13,LA,180326-13,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,G2,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,G2,no,negative,pass,pass,no,negative,,,,negative,,,,
180326-14-LA04-ANFO,180326 LA04-14,LA,180326-14,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,G3,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,G3,no,negative,pass,pass,no,negative,,,,negative,,,,
180326-18-LA02-AMTR,180326 LA04-18,LA,180326-18,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,G4,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,G4,no,negative,pass,pass,no,positive,37.01628876,4.587152958,183.4861183,negative,,,,
180328-01-PA01-LISY,180328 WL 01,PA,180328-01,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,A1,negative,positive,SERDP_81_073018,7/30/18,SERDP_81_073018,RZ lab,DPW,C1,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-02-PA01-LISY,180328 WL 02,PA,180328-02,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,A2,negative,positive,SERDP_81_073018,7/30/18,SERDP_81_073018,RZ lab,DPW,C2,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-03-PA01-LISY,180328 WL 03,PA,180328-03,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,A3,negative,positive,SERDP_81_073018,7/30/18,SERDP_81_073018,RZ lab,DPW,C3,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-04-PA01-LISY,180328 WL 04,PA,180328-04,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,A4,negative,positive,SERDP_81_073018,7/30/18,SERDP_81_073018,RZ lab,DPW,C4,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-05-PA01-LISY,180328 WL 05,PA,180328-05,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,A5,negative,positive,SERDP_81_073018,7/30/18,SERDP_81_073018,RZ lab,DPW,C5,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-06-PA01-LISY,180328 WL 06,PA,180328-06,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,A6,negative,positive,SERDP_81_073018,7/30/18,SERDP_81_073018,RZ lab,DPW,C6,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-07-PA01-LISY,180328 WL 07,PA,180328-07,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,A7,negative,positive,SERDP_81_073018,7/30/18,SERDP_81_073018,RZ lab,DPW,C7,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-08-PA01-LISY,180328 WL 08,PA,180328-08,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,A8,negative,positive,SERDP_81_073018,7/30/18,SERDP_81_073018,RZ lab,DPW,C8,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-09-PA01-LISY,180328 WL 09,PA,180328-09,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,A9,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,A9,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-10-PA01-LISY,180328 WL 10,PA,180328-10,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,A10,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,A10,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-11-PA01-LISY,180328 WL 11,PA,180328-11,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,A11,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,A11,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-12-PA01-LISY,180328 WL 12,PA,180328-12,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,A12,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,A12,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-13-PA01-LISY,180328 WL 13,PA,180328-13,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,B1,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,B1,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-14-PA01-LISY,180328 WL 14,PA,180328-14,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,B2,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,B2,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-15-PA01-LISY,180328 WL 15,PA,180328-15,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,B3,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,B3,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-16-PA01-LISY,180328 WL 16,PA,180328-16,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,B4,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,B4,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-17-PA01-LISY,180328 WL 17,PA,180328-17,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,B5,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,B5,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-18-PA01-LISY,180328 WL 18,PA,180328-18,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,B6,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,B6,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-19-PA01-LISY,180328 WL 19,PA,180328-19,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,B7,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,B7,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-20-PA01-LISY,180328 WL 20,PA,180328-20,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,B8,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,B8,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-21-PA02-PSCR,180328 RV 21,PA,180328-21,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,B9,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,B9,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-22-PA02-PSCR,180328 RV 22,PA,180328-22,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,B10,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,B10,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-23-PA02-PSCR,180328 RV 23,PA,180328-23,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,B11,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,B11,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-24-PA02-PSCR,180328 RV 24,PA,180328-24,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,B12,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,B12,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-25-PA02-LISY,180328 RV 25,PA,180328-25,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,C1,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,C1,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-26-PA02-AMMA,180328 RV 26,PA,180328-26,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,C2,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,C2,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-27-PA02-PSCR,180328 RV 27,PA,180328-27,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,C3,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,C3,no,negative,pass,pass,no,positive,39.04872513,2.674744844,106.9897938,negative,,,,
180328-28-PA02-PSCR,180328 RV 28,PA,180328-28,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,C4,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,C4,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-29-PA02-LISY,180328 RV 29,PA,180328-29,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,C5,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,C5,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-30-PA02-AMMA,180328 RV 30,PA,180328-30,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,C6,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,C6,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-31-PA02-AMMA,180328 RV 31,PA,180328-31,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,C7,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,C7,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-32-PA02-PSCR,180328 RV 32,PA,180328-32,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,C8,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,C8,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-33-PA02-PSCR,180328 RV 33,PA,180328-33,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,C9,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,C9,no,negative,pass,pass,no,positive,28.97813034,2295.731201,91829.24805,negative,,,,
180328-34-PA02-LISY,180328 RV 34,PA,180328-34,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,C10,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,C10,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-35-PA02-AMMA,180328 RV 35,PA,180328-35,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,C11,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,C11,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-36-PA02-AMMA,180328 RV 36,PA,180328-36,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,C12,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,C12,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-37-PA02-AMMA,180328 RV 37,PA,180328-37,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,D1,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,D1,no,negative,pass,pass,no,negative,,,,negative,,,,
180328-38-PA02-AMMA,180328 RV 38,PA,180328-38,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,D2,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,D2,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-01-PA02-PSCR,180330 RV 01,PA,180330-01,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,D3,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,D3,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-02-PA02-PSCR,180330 RV 02,PA,180330-02,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,D4,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,D4,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-03-PA02-PSCR,180330 RV 03,PA,180330-03,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,D5,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,D5,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-04-PA02-PSCR,180330 RV 04,PA,180330-04,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,D6,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,D6,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-05-PA02-PSCR,180330 RV 05,PA,180330-05,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,D7,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,D7,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-06-PA02-PSCR,180330 RV 06,PA,180330-06,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,D8,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,D8,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-07-PA02-PSCR,180330 RV 07,PA,180330-07,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,D9,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,D9,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-08-PA02-PSCR,180330 RV 08,PA,180330-08,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,D10,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,D10,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-09-PA02-PSCR,180330 RV 09,PA,180330-09,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,D11,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,D11,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-10-PA02-PSCR,180330 RV 10,PA,180330-10,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,D12,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,D12,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-11-PA02-PSCR,180330 RV 11,PA,180330-11,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,E1,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,E1,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-12-PA02-PSCR,180330 RV 12,PA,180330-12,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,E2,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,E2,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-13-PA02-PSCR,180330 RV 13,PA,180330-13,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,E3,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,E3,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-14-PA02-PSCR,180330 RV 14,PA,180330-14,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,E4,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,E4,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-16-PA02-PSCR,180330 RV 16,PA,180330-16,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,E6,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,E6,no,negative,pass,pass,no,negative,,,,negative,,,,"2 swabs in tube; tube 180330 RV 15 contained no swab, seems likely that both swabs were combined into this tube"
180330-17-PA02-PSCR,180330 RV 17,PA,180330-17,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,E7,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,E7,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-18-PA02-PSCR,180330 RV 18,PA,180330-18,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,E8,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,E8,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-19-PA02-PSCR,180330 RV 19,PA,180330-19,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,E9,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,E9,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-20-PA02-PSCR,180330 RV 20,PA,180330-20,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,E10,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,E10,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-21-PA02-PSCR,180330 RV 21,PA,180330-21,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,E11,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,E11,no,negative,pass,pass,no,negative,,,,negative,,,,
180330-22-PA02-NOVI,180330 RV 22,PA,180330-22,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,E12,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,E12,no,negative,pass,pass,no,positive,27.22948837,7418.452637,296738.1055,negative,,,,
180330-23-PA02-NOVI,180330 RV 23,PA,180330-23,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,F1,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,F1,no,negative,pass,pass,no,negative,,,,negative,,,,
180331-11-PA01-LISY,180331 WL 11,PA,180331-11,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,F4,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,F4,no,negative,pass,pass,no,negative,,,,negative,,,,
180331-12-PA01-LICL,180331 WL 12,PA,180331-12,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,F5,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,F5,no,negative,pass,pass,no,negative,,,,negative,,,,
180331-13-PA01-PSCR,180331 WL 13,PA,180331-13,Complete,DPW_060418_SERDP_60,6/4/18,RZ lab,DPW,Pitt -80,F6,negative,positive,SERDP_72_070218,7/2/18,SERDP_72_070218,RZ lab,DPW,F6,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-01-LA01-LISP,180401 LA01-01,LA,180401-01,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,G5,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,G5,no,negative,pass,pass,no,positive,31.44519997,219.6124115,8784.49646,negative,,,,
180401-02-LA01-LICL,180401 LA01-02,LA,180401-02,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,G6,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,G6,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-03-LA01-LICL,180401 LA01-03,LA,180401-03,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,G7,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,G7,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-04-LA01-LICL,180401 LA01-04,LA,180401-04,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,G8,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,G8,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-05-LA01-LICL,180401 LA01-05,LA,180401-05,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,G9,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,G9,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-06-LA01-LICL,180401 LA01-06,LA,180401-06,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,G10,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,G10,no,negative,pass,pass,no,positive,33.93484497,38.97953033,1559.181213,negative,,,,
180401-07-LA01-LICL,180401 LA01-07,LA,180401-07,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,G11,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,G11,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-08-LA01-LICL,180401 LA01-08,LA,180401-08,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,G12,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,G12,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-09-LA01-LICL,180401 LA01-09,LA,180401-09,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,H1,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,H1,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-10-LA01-LICL,180401 LA01-10,LA,180401-10,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,H2,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,H2,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-11-LA01-LICL,180401 LA01-11,LA,180401-11,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,H3,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,H3,no,negative,pass,pass,no,positive,37.19687271,4.046534538,161.8613815,negative,,,,
180401-12-LA01-LICL,180401 LA01-12,LA,180401-12,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,H4,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,H4,no,negative,pass,pass,no,positive,35.49068832,13.23212624,529.2850494,negative,,,,
180401-13-LA01-LICL,180401 LA01-13,LA,180401-13,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,H5,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,H5,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-14-LA01-LICL,180401 LA01-14,LA,180401-14,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,H6,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,H6,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-15-LA01-LICL,180401 LA01-15,LA,180401-15,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,H7,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,H7,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-16-LA01-LICA,180401 LA01-16,LA,180401-16,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,H8,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,H8,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-17-LA01-LICA,180401 LA01-17,LA,180401-17,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,H9,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,H9,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-18-LA01-LISP,180401 LA01-18,LA,180401-18,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,H10,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,H10,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-19-LA01-LISP,180401 LA01-19,LA,180401-19,Complete,DPW_062518_SERDP_64,6/25/18,RZ lab,DPW,Pitt -80,H11,negative,positive,SERDP_76_072718,7/27/18,SERDP_76_072718,RZ lab,DPW,H11,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-20-LA01-LISP,180401 LA01-20,LA,180401-20,Complete,DPW_072418_SERDP_65,7/24/18,RZ lab,DPW,Pitt -80,A1,negative,positive,SERDP_81_073018,7/30/18,SERDP_81_073018,RZ lab,DPW,H1,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-21-LA01-LICL,180401 LA01-21,LA,180401-21,Complete,DPW_072418_SERDP_65,7/24/18,RZ lab,DPW,Pitt -80,A2,negative,positive,SERDP_81_073018,7/30/18,SERDP_81_073018,RZ lab,DPW,H2,no,negative,pass,pass,no,negative,,,,negative,,,,
180401-22-LA01-LICA,180401 LA01-22,LA,180401-22,Complete,DPW_072418_SERDP_65,7/24/18,RZ lab,DPW,Pitt -80,A3,negative,positive,SERDP_81_073018,7/30/18,SERDP_81_073018,RZ lab,DPW,H3,no,negative,pass,pass,no,positive,36.36789322,5.069656849,202.786274,negative,,,,
180401-23-LA01-LICL,180401 LA01-23,LA,180401-23,Complete,DPW_072418_SERDP_65,7/24/18,RZ lab,DPW,Pitt -80,A4,negative,positive,SERDP_81_073018,7/30/18,SERDP_81_073018,RZ lab,DPW,H4,no,negative,pass,pass,no,negative,,,,negative,,,,
